SPECIMEN_REFERENCE_DNA_NO,RECEIVED_SCALES,RECEIVED_DNA,RECEIVED_OTOLITH,READ_SCALES,READ_DNA,READ_OTOLITH,OTOLITH_LAB_NUMBER,SCALE_SUBMISSION_NUMBER,PROGRAM,BIOKEY,ID2,FISH_NO,AREA_NAME,REFERENCE_NO,YEAR,MONTH,COLLECTION_DATE,DAYOFYEAR,SAMPLE_TYPE,AREA,SUBAREA,FISHING_LOCATION,SAMPLER_NAME,SAMPLER_TYPE,SAMPLER_ID,LANDING_SITE,GUIDED,SPECIES,DISPOSITION,SIZE_CAT,ADIPOSE_FIN_CLIPPED,LENGTH_MM,MGMT_SIZE_3,MGMT_SIZE_2,SEX,RESOLVED_STOCK_ORIGIN,RESOLVED_STOCK_ROLLUP,RESOLVED_STOCK_SOURCE,HATCHERY_ORIGIN,RESOLVED_AGE,OTOLITH_BOX,OTOLITH_SPECIMEN,FACILITY,THERMALMARK,OTO_STOCK,OTOLITH_RESOLVED_RESULT,SCALE_BOOK,SCALE_NO,SCALE_SOURCE,SCALE_FORMAT,AGE_GR,PART_AGE_CODE,CWT_HEAD_LABEL,CWT_RESULT,CWT_REGION,CWT_BROOD_YEAR,DNA_CONTAINER_TYPE,PBT_BROOD_YEAR,PBT_SEX,RESOLVED_STOCK_REGION,DNA_RESULTS_STOCK_1,REGION_1_NAME,REGION_1_ROLLUP,PROB_1,DNA_STOCK_2,REGION_2_NAME,REGION_2_ROLLUP,PROB_2,DNA_STOCK_3,REGION_3_NAME,REGION_3_ROLLUP,PROB_3,DNA_STOCK_4,REGION_4_NAME,REGION_4_ROLLUP,PROB_4,DNA_STOCK_5,REGION_5_NAME,REGION_5_ROLLUP,PROB_5,PHOTO_NO,COMMENTS,Size Class
262882,N/S,N/S,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150060303,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,19,19A,Wain Rock,Rob Alcock,Guide,1570,Logbook,Y,124,Release Cond 1,N/A,N,350,sub legal,sub legal,Unk,,,,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Legal
262883,N/S,N/S,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150060404,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,19,19A,Wain Rock,Rob Alcock,Guide,1570,Logbook,Y,124,Release Cond 1,N/A,N,411,sub legal,sub legal,Unk,,,,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Legal
262884,N/S,N/S,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150060505,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,19,19A,Wain Rock,Rob Alcock,Guide,1570,Logbook,Y,124,Release Cond 1,N/A,N,326,sub legal,sub legal,Unk,,,,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Legal
262885,Y,N/S,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150060606,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,18,18A,Sansum Pt.,Rob Alcock,Guide,1570,Logbook,Y,124,Release Cond 1,N/A,N,530,sub legal,sub legal,Unk,,,,,,,,,,,,1006933,4,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Legal
262886,N/S,N/S,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150060707,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,18,18A,Sansum Pt.,Rob Alcock,Guide,1570,Logbook,Y,124,Release Cond 1,N/A,Y,330,sub legal,sub legal,Unk,SUS (assumed),SUS (assumed),,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Legal
262887,N/S,N/S,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150060808,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,18,18A,Sansum Pt.,Rob Alcock,Guide,1570,Logbook,Y,124,Release Cond 1,N/A,N,358,sub legal,sub legal,Unk,,,,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Legal
262888,N/S,N/S,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150070101,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,19,19A,Wain Rock,Rob Alcock,Guide,1570,Logbook,Y,124,Release Cond 1,N/A,Y,380,sub legal,sub legal,Unk,SUS (assumed),SUS (assumed),,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Legal
262889,N/S,N/S,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150070202,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,19,19A,Wain Rock,Rob Alcock,Guide,1570,Logbook,Y,124,Release Cond 1,N/A,N,310,sub legal,sub legal,Unk,,,,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Legal
262890,N/S,N/S,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150070303,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,19,19A,Wain Rock,Rob Alcock,Guide,1570,Logbook,Y,124,Release Cond 1,N/A,N,372,sub legal,sub legal,Unk,,,,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Legal
262891,N/S,N/S,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150070404,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,19,19A,Wain Rock,Rob Alcock,Guide,1570,Logbook,Y,124,Release Cond 1,N/A,Y,340,sub legal,sub legal,Unk,SUS (assumed),SUS (assumed),,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Legal
262892,Y,N/S,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150070505,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,19,19A,Wain Rock,Rob Alcock,Guide,1570,Logbook,Y,124,Release Cond 1,N/A,Y,430,sub legal,sub legal,Unk,SUS (assumed),SUS (assumed),,Y,,,,,,,,1006933,5,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Legal
262893,N/S,N/S,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150070606,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,19,19A,Wain Rock,Rob Alcock,Guide,1570,Logbook,Y,124,Release Cond 1,N/A,N,350,sub legal,sub legal,Unk,,,,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Legal
262894,Y,N/S,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150070707,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,19,19A,Wain Rock,Rob Alcock,Guide,1570,Logbook,Y,124,Release Cond 2,N/A,N,658,legal,legal,Unk,,,,,,,,,,,,1006933,6,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Legal
288821,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158760101,TRUE,TRUE,,,2023,June,2023-06-20 00:00:00,171,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,631,legal,legal,Unk,Little Qualicum River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2020,male,ECVI Fall,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,1,,,,,,,,,,,,,,,,,,,Legal
288822,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158760202,TRUE,TRUE,,,2023,June,2023-06-20 00:00:00,171,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 2,N/A,N,866,super legal,legal,Unk,Harrison River,Fraser Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Fraser Fall,HARRISON_RIVER,Harrison River,Fraser Fall,0.9984013,CHILLIWACK_RIVER_FALL,"Chilliwack River ""Fall Run""",Fraser Fall,0.0013807,STAVE_RIVER,Stave River,Fraser Fall,0.0002178,STAVE_RIVER,Capilano River,Fraser Fall,0.0000001,STAVE_RIVER,,,,,,Legal
288823,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158760303,TRUE,TRUE,,,2023,June,2023-06-20 00:00:00,171,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,715,legal,legal,Unk,"Green River ""Fall Run""",Puget Sound,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.5363873,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.2765902,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.1409974,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0354257,GREEN_RIVER-KENDAL,,,0.0101484,,,Legal
288824,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158760404,TRUE,TRUE,,,2023,June,2023-06-20 00:00:00,171,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 4,N/A,N,615,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9999453,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.0000358,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0000184,QUALICUM_RIVER,Nanaimo River,ECVI Fall,0.0000005,QUALICUM_RIVER,Puntledge River,ECVI Fall,0.0000001,,,Sub-Legal
288825,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158760505,TRUE,TRUE,,,2023,June,2023-06-20 00:00:00,171,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,520,sub legal,sub legal,Unk,Nooksack River,Puget Sound,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,NOOKSACK_RIVER,Nooksack River,Puget Sound,0.8897232,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.1072874,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.002989,SNOHOMISH_RIVER,Stillaguamish River,Puget Sound,0.0000003,SNOHOMISH_RIVER,Soos Creek Hatchery,Puget Sound,0.0000001,,,Sub-Legal
288826,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158760606,TRUE,TRUE,,,2023,June,2023-06-20 00:00:00,171,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,642,legal,legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9910162,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.006425,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0022714,QUALICUM_RIVER,Puntledge River,ECVI Fall,0.000272,QUALICUM_RIVER,Nanaimo River,ECVI Fall,0.0000151,,,Legal
288827,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158770101,TRUE,TRUE,,,2023,June,2023-06-20 00:00:00,171,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 2,N/A,Y,784,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9541116,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0458343,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0000443,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0000089,GREEN_RIVER-KENDAL,Skykomish River,Puget Sound,0.0000008,,,Legal
288828,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158760707,TRUE,TRUE,,,2023,June,2023-06-20 00:00:00,171,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,619,sub legal,sub legal,Unk,"Chilliwack River ""Fall Run""",Fraser Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Fraser Fall,CHILLIWACK_RIVER_FALL,"Chilliwack River ""Fall Run""",Fraser Fall,0.9148072,HARRISON_RIVER,Harrison River,Fraser Fall,0.0850992,CAPILANO_RIVER,Capilano River,Fraser Fall,0.0000934,CAPILANO_RIVER,Stave River,Fraser Fall,0.0000001,CAPILANO_RIVER,,,,,,Sub-Legal
288829,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158760808,TRUE,TRUE,,,2023,June,2023-06-20 00:00:00,171,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,705,legal,legal,Unk,Harrison River,Fraser Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Fraser Fall,HARRISON_RIVER,Harrison River,Fraser Fall,0.951007,CHILLIWACK_RIVER_FALL,"Chilliwack River ""Fall Run""",Fraser Fall,0.0489062,STAVE_RIVER,Stave River,Fraser Fall,0.0000645,STAVE_RIVER,Capilano River,Fraser Fall,0.0000223,STAVE_RIVER,,,,,,Legal
288830,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158760909,TRUE,TRUE,,,2023,June,2023-06-20 00:00:00,171,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,801,super legal,legal,Unk,Shovelnose Creek,S Mainland Inlets,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2019,male,S Mainland Inlets,SHOVELNOSE_CREEK,Shovelnose Creek,S Mainland Inlets,1,,,,,,,,,,,,,,,,,,,Legal
288831,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158770202,TRUE,TRUE,,,2023,June,2023-06-20 00:00:00,171,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,Y,605,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.8334356,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.1419616,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.02388,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0005688,SNOHOMISH_RIVER,,,0.0001034,,,Sub-Legal
288832,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158761010,TRUE,TRUE,,,2023,June,2023-06-20 00:00:00,171,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,706,legal,legal,Unk,"Chilliwack River ""Fall Run""",Fraser Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2020,presumed_female,Fraser Fall,CHILLIWACK_RIVER_FALL,"Chilliwack River ""Fall Run""",Fraser Fall,1,,,,,,,,,,,,,,,,,,,Legal
288833,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158830101,TRUE,TRUE,,,2023,June,2023-06-21 00:00:00,172,Sport,16,16P,Granville Bay,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 2,N/A,N,740,legal,legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9864692,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0108875,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.0013104,LITTLE_QUALICUM_RIVER,Puntledge River,ECVI Fall,0.001263,LITTLE_QUALICUM_RIVER,Nanaimo River,ECVI Fall,0.0000489,,,Legal
288834,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158830202,TRUE,TRUE,,,2023,June,2023-06-21 00:00:00,172,Sport,16,16P,Granville Bay,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,636,legal,legal,Unk,Nanaimo River,ECVI Summer,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Summer,NANAIMO_RIVER_SUMMER,Nanaimo River,ECVI Summer,0.9999996,NANAIMO_RIVER_FALL,Nanaimo River,ECVI Fall,0.0000004,,,,,,,,,,,,,,,Legal
288835,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158830303,TRUE,TRUE,,,2023,June,2023-06-21 00:00:00,172,Sport,16,16P,Granville Bay,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 3,N/A,Y,625,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.8580711,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.1409307,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0009981,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0000001,SNOHOMISH_RIVER,,,,,,Legal
288836,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158830404,TRUE,TRUE,,,2023,June,2023-06-21 00:00:00,172,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,646,legal,legal,Unk,Big Qualicum River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2020,male,ECVI Fall,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,1,,,,,,,,,,,,,,,,,,,Legal
288837,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158830505,TRUE,TRUE,,,2023,June,2023-06-21 00:00:00,172,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,645,legal,legal,Unk,Lyons Ferry Hatchery,Columbia River,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Columbia River,LYON'S_FERRY,Lyons Ferry Hatchery,Columbia River,0.9957789,HANFORD_REACH,Hanford Reach Area,Columbia River,0.0042125,WENATCHEE_RIVER,Wenatchee River,Columbia River,0.0000058,WENATCHEE_RIVER,Deschutes River,Columbia River,0.0000024,WENATCHEE_RIVER,Similkameen River,Columbia River,0.0000003,,,Legal
288838,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158830606,TRUE,TRUE,,,2023,June,2023-06-21 00:00:00,172,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 2,N/A,N,631,legal,legal,Unk,Puntledge River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2020,male,ECVI Fall,PUNTLEDGE_RIVER_FALL,Puntledge River,ECVI Fall,1,,,,,,,,,,,,,,,,,,,Legal
288839,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158830707,TRUE,TRUE,,,2023,June,2023-06-21 00:00:00,172,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 2,N/A,N,757,legal,legal,Unk,"Chilliwack River ""Fall Run""",Fraser Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2020,male,Fraser Fall,CHILLIWACK_RIVER_FALL,"Chilliwack River ""Fall Run""",Fraser Fall,1,,,,,,,,,,,,,,,,,,,Legal
288840,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158830808,TRUE,TRUE,,,2023,June,2023-06-21 00:00:00,172,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,538,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9669539,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0308077,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.0014402,LITTLE_QUALICUM_RIVER,Puntledge River,ECVI Fall,0.0007952,LITTLE_QUALICUM_RIVER,Nanaimo River,ECVI Fall,0.0000019,,,Sub-Legal
288841,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158830909,TRUE,TRUE,,,2023,June,2023-06-21 00:00:00,172,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,604,sub legal,sub legal,Unk,"Chilliwack River ""Fall Run""",Fraser Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2021,male,Fraser Fall,CHILLIWACK_RIVER_FALL,"Chilliwack River ""Fall Run""",Fraser Fall,1,,,,,,,,,,,,,,,,,,,Sub-Legal
288854,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159760101,TRUE,TRUE,,,2023,June,2023-06-28 00:00:00,179,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 2,N/A,N,478,sub legal,sub legal,Unk,Harrison River,Fraser Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Fraser Fall,HARRISON_RIVER,Harrison River,Fraser Fall,0.8591779,CHILLIWACK_RIVER_FALL,"Chilliwack River ""Fall Run""",Fraser Fall,0.140691,STAVE_RIVER,Stave River,Fraser Fall,0.0000888,STAVE_RIVER,Capilano River,Fraser Fall,0.0000422,STAVE_RIVER,,,,,,Sub-Legal
288855,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159760202,TRUE,TRUE,,,2023,June,2023-06-28 00:00:00,179,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,654,legal,legal,Unk,"Chilliwack River ""Fall Run""",Fraser Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2020,presumed_female,Fraser Fall,CHILLIWACK_RIVER_FALL,"Chilliwack River ""Fall Run""",Fraser Fall,1,,,,,,,,,,,,,,,,,,,Legal
288856,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159760303,TRUE,TRUE,,,2023,June,2023-06-28 00:00:00,179,Sport,16,16P,Granville Bay,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,675,legal,legal,Unk,Little Qualicum River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2020,male,ECVI Fall,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,1,,,,,,,,,,,,,,,,,,,Legal
288857,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159760404,TRUE,TRUE,,,2023,June,2023-06-28 00:00:00,179,Sport,16,16P,Granville Bay,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,692,legal,legal,Unk,Little Qualicum River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2020,male,ECVI Fall,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,1,,,,,,,,,,,,,,,,,,,Legal
288858,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159760505,TRUE,TRUE,,,2023,June,2023-06-28 00:00:00,179,Sport,16,16P,Granville Bay,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 2,N/A,N,685,legal,legal,Unk,Nanaimo River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2020,male,ECVI Fall,NANAIMO_RIVER_FALL,Nanaimo River,ECVI Fall,1,,,,,,,,,,,,,,,,,,,Legal
288859,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159760606,TRUE,TRUE,,,2023,June,2023-06-28 00:00:00,179,Sport,16,16P,Granville Bay,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 3,N/A,N,925,super legal,legal,Unk,Big Qualicum River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.8434946,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.1305715,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.0234163,COWICHAN_RIVER,Puntledge River,ECVI Fall,0.0024568,COWICHAN_RIVER,Nanaimo River,ECVI Fall,0.0000476,,,Legal
288860,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159760707,TRUE,TRUE,,,2023,June,2023-06-28 00:00:00,179,Sport,16,16P,Granville Bay,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,Y,606,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9977772,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0014251,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0007919,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0000056,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000002,,,Sub-Legal
288861,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159760808,TRUE,TRUE,,,2023,June,2023-06-28 00:00:00,179,Sport,16,16P,Granville Bay,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 2,N/A,Y,767,legal,legal,Unk,"Green River ""Fall Run""",Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.5345536,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.4534398,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0095061,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0024695,SNOHOMISH_RIVER,Big Qualicum River,ECVI Fall,0.0000263,,,Legal
288862,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159770101,TRUE,TRUE,,,2023,June,2023-06-29 00:00:00,180,Sport,16,16J,Egmont Pt.,Gary Stewart,Guide,1567,Logbook,Y,124,Release Cond 1,N/A,N,445,sub legal,sub legal,Unk,Robertson Creek,SWVI,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2018,male,SWVI,ROBERTSON_CREEK,Robertson Creek,SWVI,1,,,,,,,,,,,,,,,,,,,Sub-Legal
